fish_id,species,common_name,kingdom,phylum,class,order,family,genus,status,feeding_type,temp_max,weight_max,length_max,temp_pref_min,temp_pref_max,temp_range_min,temp_range_max,trophic_lvl_estimate_min,trophic_lvl_estimate_max,trophic_lvl,fecundity_mean,fecundity_min,fecundity_max,waterbody_name,wb_ph_min,wb_ph_max,wb_salinity_min,wb_salinity_max,wb_do_min,wb_do_max,wb_bod_min,wb_bod_max,wb_turbidity_min,wb_turbidity_max,wb_temp_min,wb_temp_max
F0002,Hyphessobrycon pulchripinnis,Lemon tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,established,other,,0.5,3.8,23,28,5.0,5.0,,,2.91,6390,4680.0,8100.0,Tapajós tributaries (general),5.5,7.0,0.0,0.0,5.0,7.0,,,,,29.0,32.0
F0002,Hyphessobrycon pulchripinnis,Lemon tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,reported,other,,0.5,3.8,23,28,5.0,5.0,,,2.91,6390,4680.0,8100.0,Rio Cuiabá (Mato Grosso),6.2,7.5,0.0,0.0,3.0,3.0,,,,,26.0,30.0
F0003,Pethia gelius,Golden barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,other,omnivore,,0.629,4.9,18,22,4.0,4.0,,,3.3,85,70.0,100.0,"Ganga River, Bijnor",7.6,8.1,0.01,0.15,6.0,6.0,3.83,3.83,3.7,523.0,7.22,29.52
F0003,Pethia gelius,Golden barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,other,omnivore,,0.629,4.9,18,22,4.0,4.0,,,3.3,85,70.0,100.0,"Ganga River, Narora",7.9,7.9,0.01,0.15,7.9,7.9,3.36,3.83,3.7,523.0,7.22,29.52
F0003,Pethia gelius,Golden barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,other,omnivore,,0.629,4.9,18,22,4.0,4.0,,,3.3,85,70.0,100.0,"Ganga River, Farrukhabad",7.5,8.0,0.01,0.15,6.0,6.0,3.83,3.83,3.7,523.0,7.22,29.52
F0003,Pethia gelius,Golden barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,other,omnivore,,0.629,4.9,18,22,4.0,4.0,,,3.3,85,70.0,100.0,"Ganga River, Prayagraj (Allahabad)",7.4,7.8,0.01,0.15,7.66,7.66,3.36,3.36,3.7,523.0,7.22,29.52
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,established,omnivore,,1.003,3.572,22,26,4.0,4.0,,,3.180000067,,,,Rio Negro,4.0,5.0,0.0,0.0,9.0,13.0,,,,,24.0,30.0
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,established,omnivore,,1.003,3.572,22,26,4.0,4.0,,,3.180000067,,,,Solimões / Middle Amazon (Mamirauá),6.5,7.0,0.0,0.0,-1.0,5.8,,,,,20.0,29.0
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,established,omnivore,,1.003,3.572,22,26,4.0,4.0,,,3.180000067,,,,"Palumeu River (upper Palumeu watershed, southeastern Suriname)",6.25,7.09,0.0,0.0,1.72,7.42,,,,,22.6,23.9
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,established,omnivore,,1.003,3.572,22,26,4.0,4.0,,,3.180000067,,,,"Sipaliwini & Kutari rivers (Kwamalasamutu region, SW Suriname)",5.7,7.4,0.0,0.0,4.2,5.4,,,22.0,22.0,26.0,29.0
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,established,omnivore,,1.003,3.572,22,26,4.0,4.0,,,3.180000067,,,,Oyapock / Oiapoque estuary (lower Oyapock / coastal rivers between French Guiana & Amapá),6.0,6.8,0.0,0.0,5.0,10.0,,,,,,
F0005,Danio rerio,Zebra danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,5.15,5,2.8,18,24,6.0,6.0,,,3.21,450,400.0,500.0,"Ganga River, Varanasi / Prayagraj",7.2,8.5,0.0,0.0,5.7,7.8,1.4,2.1,-1.0,55.0,20.0,30.0
F0005,Danio rerio,Zebra danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,other,5.15,5,2.8,18,24,6.0,6.0,,,3.21,450,400.0,500.0,"Padma River, Bheramara (Kushtia)",7.3,8.0,0.0,0.0,-1.0,7.59,-1.0,3.21,,,24.0,30.0
F0005,Danio rerio,Zebra danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,other,5.15,5,2.8,18,24,6.0,6.0,,,3.21,450,400.0,500.0,"Brahmaputra River, Guwahati / Kamrup stretches",6.8,7.9,0.0,0.0,4.9,7.9,0.8,1.2,,,18.0,26.0
F0005,Danio rerio,Zebra danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,other,5.15,5,2.8,18,24,6.0,6.0,,,3.21,450,400.0,500.0,Korotoa River (Bogura),7.1,7.6,0.0,0.0,-1.0,2.17,-1.0,2.64,,,25.86,25.86
F0005,Danio rerio,Zebra danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,other,5.15,5,2.8,18,24,6.0,6.0,,,3.21,450,400.0,500.0,McCauley Spring (Sandoval Co.),,,0.0,0.0,,,,,,,,
F0006,Devario aequipinnatus,Giant danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,established,predator,,5,11.25,22,24,2.0,2.0,,,2.9,,300.0,,Kallar River,6.5,7.6,0.0,0.0,4.8,9.3,1.13,20.0,,,,
F0006,Devario aequipinnatus,Giant danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,established,other,,5,11.25,22,24,2.0,2.0,,,2.9,,300.0,,Dibru River (Dibru-Saikhowa region),6.5,8.3,0.0,0.0,4.3,16.0,5.62,28.8,,,15.5,32.75
F0006,Devario aequipinnatus,Giant danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,established,other,,5,11.25,22,24,2.0,2.0,,,2.9,,300.0,,Stanley Reservoir,6.5,8.3,0.0,0.0,4.2,8.7,,,,,22.0,30.0
F0007,Esomus metallicus,Striped Flying Barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,established,other,,5.06,6.4,22,26,4.0,4.0,,,3.03,,,,Upstream Bangpakong River,7.2,7.3,16.7,17.5,5.2,5.7,2.7,3.7,74.8,154.4,29.1,29.5
F0007,Esomus metallicus,Striped Flying Barb,,,,,,,other,other,,,,,,,,,,,,,,Upstream Bangpakong River,7.4,7.5,0.3,0.5,3.4,4.0,4.1,6.0,143.7,161.4,29.8,30.0
F0007,Esomus metallicus,Striped Flying Barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,established,other,,5.06,6.4,22,26,4.0,4.0,,,3.03,,,,Maeklong watershed,7.0,7.0,,,7.3,7.3,,,6.0,6.0,24.3,24.3
F0007,Esomus metallicus,Striped Flying Barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,established,other,,5.06,6.4,22,26,4.0,4.0,,,3.03,,,,Chao Phraya,7.6,7.6,,,6.4,6.4,,,2.0,2.0,27.0,27.0
F0007,Esomus metallicus,Striped Flying Barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,established,other,,5.06,6.4,22,26,4.0,4.0,,,3.03,,,,Mekong River,,,0.5,0.5,4.0,8.0,1.0,3.0,,,22.0,30.0
F0008,Cobitis taenia,Spined loach,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,reported,other,4.714286,5.675,8.285,14,18,4.0,4.0,3.3,3.3,,250,550.0,400.0,"Langueyú stream, Urban reach",0.3,8.31,31.92,539.22,1.44,1.8,,,,,3.16,23.28
F0008,Cobitis taenia,Spined loach,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,reported,other,4.714286,5.675,8.285,14,18,4.0,4.0,3.3,3.3,,250,550.0,400.0,Ajó river / Río de la Plata estuarine,0.8,6.5,4.1,17.1,1.0,8.5,,,,,5.3,17.0
F0008,Cobitis taenia,Spined loach,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,reported,other,4.714286,5.675,8.285,14,18,4.0,4.0,3.3,3.3,,250,550.0,400.0,Suquía River,,,,,-1.0,3.4,,,,,,
F0008,Cobitis taenia,Spined loach,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,reported,other,4.714286,5.675,8.285,14,18,4.0,4.0,3.3,3.3,,250,550.0,400.0,Laguna del Diario,,,,,,,,,,,,
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,reported,omnivore,3.666667,6.3,10.41667,2,22,20.0,20.0,,,3.22,1443.25,524.0,2733.667,Lake Trasimeno (Italy),8.2,9.74,,,1.97,17.0,,,,,6.3,28.3
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,invasive,omnivore,3.666667,6.3,10.41667,2,22,20.0,20.0,,,3.22,1443.25,524.0,2733.667,Tiber River basin,7.11,8.92,,,1.97,17.0,,,,,6.3,28.3
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,other,omnivore,3.666667,6.3,10.41667,2,22,20.0,20.0,,,3.22,1443.25,524.0,2733.667,Lake Bracciano (Italy),,,,,,,,,,,,
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,other,omnivore,3.666667,6.3,10.41667,2,22,20.0,20.0,,,3.22,1443.25,524.0,2733.667,Lake Balaton (Hungary),8.4,8.4,,,1.97,17.0,,,,,23.0,23.0
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,other,omnivore,3.666667,6.3,10.41667,2,22,20.0,20.0,,,3.22,1443.25,524.0,2733.667,Lake Neusiedl / Neusiedler See,,,,,1.8,1.8,,,,,,
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,other,omnivore,3.666667,6.3,10.41667,2,22,20.0,20.0,,,3.22,1443.25,524.0,2733.667,Danube River,,,,,5.7,8.8,,,,,,
F0010,Corydoras paleatus,Peppered corydoras,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,reported,predator,,6.4,5.6,18,23,5.0,5.0,,,2.94,,,,Río de la Plata estuary,6.6,7.5,,,1.2,8.2,0.5,2.5,15.0,80.0,,
F0010,Corydoras paleatus,Peppered corydoras,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,reported,predator,,6.4,5.6,18,23,5.0,5.0,,,2.94,,,,Lower Paraná River,6.5,8.0,,,4.0,8.0,,,10.0,100.0,15.0,28.0
F0010,Corydoras paleatus,Peppered corydoras,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,reported,predator,,6.4,5.6,18,23,5.0,5.0,,,2.94,,,,Uruguay River,6.8,8.0,,,4.0,8.0,,,100.0,100.0,12.0,24.0
F0010,Corydoras paleatus,Peppered corydoras,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,reported,predator,,6.4,5.6,18,23,5.0,5.0,,,2.94,,,,Patos Lagoon,6.5,8.0,,,5.0,8.0,0.5,3.0,10.0,80.0,10.0,27.0
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,,,Catingosa Lagoon,,,36.4,36.4,8.5,8.5,,,,,,
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,,,Garcas Lagoon,,,20.5,20.5,4.6,4.6,,,,,,
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,,,Preta Lagoon,,,14.0,14.0,8.4,8.4,,,,,,
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,,,Carapebus Lagoon,,,13.4,13.4,9.7,9.7,,,,,,
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,,,Imboassica Lagoon,,,0.4,0.4,9.7,9.7,,,,,,
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,,,Cabiúnas Lagoon,,,0.2,0.2,6.9,6.9,,,,,,
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,,,Araruama Lagoon,6.2,9.3,,,,,,,,,,
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,,,Iriry Lagoon,5.3,5.3,,,,,,,,,26.0,26.0
F0012,Chirostoma jordani,Charal,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,failed,other,,8.06,11.1,,,,,3.2,3.2,,,,,Lake Chapala,7.0,9.6,0.4,0.6,5.6,5.6,30.0,30.0,20.0,30.0,23.0,25.0
F0012,Chirostoma jordani,Charal,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,failed,other,,8.06,11.1,,,,,3.2,3.2,,,,,Lake Pátzcuaro,8.3,8.3,-1.0,175.2,2.0,7.9,,,60.2,60.2,15.0,23.0
F0012,Chirostoma jordani,Charal,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,failed,other,,8.06,11.1,,,,,3.2,3.2,,,,,Lake Cuitzeo,9.0,9.0,-1.0,4.0,-1.0,4.0,,,,,6.0,22.0
F0012,Chirostoma jordani,Charal,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,failed,other,,8.06,11.1,,,,,3.2,3.2,,,,,Lake Zirahuén (Zirahuen),6.5,7.2,-1.0,4.0,-1.0,6.0,,,7.0,7.0,23.0,25.0
F0012,Chirostoma jordani,Charal,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,failed,other,,8.06,11.1,,,,,3.2,3.2,,,,,Lerma River ,7.4,8.5,430.0,640.0,-1.0,5.0,-1.0,30.0,20.0,30.0,23.0,25.0
F0013,Parambassis ranga,Indian glassy fish,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Parambassis,established,other,3,8.41,8.3,20,30,10.0,10.0,,,3.46,,,,Chalan Beel (Bangladesh),7.1,7.8,0.0,0.0,6.2,6.2,,,,,27.68,27.68
F0013,Parambassis ranga,Indian glassy fish,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Parambassis,established,other,3,8.41,8.3,20,30,10.0,10.0,,,3.46,,,,"Nong Leng Sai Wetland (Phayao, Thailand)",,,0.0,0.0,,,,,,,,
F0013,Parambassis ranga,Indian glassy fish,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Parambassis,established,other,3,8.41,8.3,20,30,10.0,10.0,,,3.46,,,,"Shari Goyain River, Bangladesh",,,0.0,0.0,,,,,,,,
F0014,Danio albolineatus,Pearl danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,,10.52,7.29,20,25,5.0,5.0,,,3.03,,,,Mekong River ,7.0,7.0,0.0,0.0,6.5,6.5,2.0,2.0,20.0,20.0,25.0,25.0
F0014,Danio albolineatus,Pearl danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,,10.52,7.29,20,25,5.0,5.0,,,3.03,,,,Irrawaddy (Ayeyarwady) River ,6.8,6.8,0.0,0.0,5.5,5.5,3.0,3.0,40.0,40.0,27.0,27.0
F0014,Danio albolineatus,Pearl danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,,10.52,7.29,20,25,5.0,5.0,,,3.03,,,,Salween (Thanlwin / Salouen) River ,7.2,7.2,0.0,0.0,6.0,6.0,2.5,2.5,30.0,30.0,24.0,24.0
F0014,Danio albolineatus,Pearl danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,,10.52,7.29,20,25,5.0,5.0,,,3.03,,,,Mae Khlong River ,7.5,7.5,0.0,0.5,6.8,6.8,1.5,1.5,25.0,25.0,28.0,28.0
F0014,Danio albolineatus,Pearl danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,,10.52,7.29,20,25,5.0,5.0,,,3.03,,,,Sumatra rivers ,6.5,6.5,0.0,0.5,4.5,4.5,4.0,4.0,80.0,80.0,29.0,29.0
F0015,Rhodeus sinensis,Chinese bitterling,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,established,other,,11.8,7.383333,,,,,2.5,2.5,,,,,Liangzi Lake,,,,,,,1.5,1.5,,,17.3,17.3
F0015,Rhodeus sinensis,Chinese bitterling,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,established,other,,11.8,7.383333,,,,,2.5,2.5,,,,,Gaoqiao River ,7.83,7.83,,,9.1,9.1,2.3,2.3,,,,
F0015,Rhodeus sinensis,Chinese bitterling,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,established,other,,11.8,7.383333,,,,,2.5,2.5,,,,,Honghu Lake ,7.59,7.59,,,9.47,9.47,,,,,16.6,16.6
F0015,Rhodeus sinensis,Chinese bitterling,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,established,other,,11.8,7.383333,,,,,2.5,2.5,,,,,Poyang Lake ,,,,,,,,,,,,
F0015,Rhodeus sinensis,Chinese bitterling,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,established,other,,11.8,7.383333,,,,,2.5,2.5,,,,,Dongjiang / Pearl River system,,,,,8.8,8.8,,,,,,
F0016,Barbodes semifasciolatus,Chinese barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbodes,established,other,,11.9,6.2,18,24,6.0,6.0,,,2.77,,,300.0,"Typical stream, Hainan Island ",8.0,8.0,,,,,,,,,31.9,31.9
F0016,Barbodes semifasciolatus,Chinese barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbodes,established,other,,11.9,6.2,18,24,6.0,6.0,,,2.77,,,300.0,"Nuʻuanu Reservoir, Oʻahu",,,,,,,,,,,,
F0017,Anabas testudineus,Climbing perch,Animalia,Chordata,Actinopterygii,Anabantiformes,Anabantidae,Anabas,invasive,predator,,13.2,17.44,22,30,8.0,8.0,,,2.76,30864.3,12570.8,49157.8,Laguna de Bay,9.12,9.12,0.7455,0.7455,7.54,7.54,1.93,1.93,,,,
F0017,Anabas testudineus,Climbing perch,Animalia,Chordata,Actinopterygii,Anabantiformes,Anabantidae,Anabas,invasive,predator,,13.2,17.44,22,30,8.0,8.0,,,2.76,30864.3,12570.8,49157.8,"Chilika Lake, Rambha",7.4,8.5,,,6.1,9.0,1.1,2.4,,,,
F0017,Anabas testudineus,Climbing perch,Animalia,Chordata,Actinopterygii,Anabantiformes,Anabantidae,Anabas,invasive,predator,,13.2,17.44,22,30,8.0,8.0,,,2.76,30864.3,12570.8,49157.8,Cempaka ,5.73,5.73,,,0.74,5.1,,,,,32.4,33.8
F0017,Anabas testudineus,Climbing perch,Animalia,Chordata,Actinopterygii,Anabantiformes,Anabantidae,Anabas,invasive,predator,,13.2,17.44,22,30,8.0,8.0,,,2.76,30864.3,12570.8,49157.8,Thai koi / culture pond ,1.4,6.0,0.0,0.0,1.2,6.5,,,,,1.5,24.0
F0018,Rhinogobius giurinus,Oriental River Goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobius,established,other,1.45,14.9,9.533333,,,,,,,3.21,,,,"Lake Erhai (Yunnan, China) ",7.5,10.01,0.0,0.0,2.0,102.0,,,,,,
F0018,Rhinogobius giurinus,Oriental River Goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobius,established,other,1.45,14.9,9.533333,,,,,,,3.21,,,,"Tikub Lake (Tiaong, Quezon, Philippines) ",8.63,8.63,0.0,0.0,5.4,5.4,,,,,32.0,32.0
F0018,Rhinogobius giurinus,Oriental River Goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobius,established,other,1.45,14.9,9.533333,,,,,,,3.21,,,,"Kawahara Lake (Nagasaki, Japan) ",,,0.0,0.0,,,,,,,,
F0019,Umbra limi,Central mudminnow,Animalia,Chordata,Actinopterygii,Esociformes,Umbridae,Umbra,established,predator,,14.91,10.6,17,22,5.0,5.0,,,3.53,,,1500.0,"Osprey Marsh (Ontario, Canada)",,,0.0,0.0,2.0,159.0,,,,,13.0,31.0
F0019,Umbra limi,Central mudminnow,Animalia,Chordata,Actinopterygii,Esociformes,Umbridae,Umbra,established,predator,,14.91,10.6,17,22,5.0,5.0,,,3.53,,,1500.0,"Pushaw Lake (Penobscot Co., Maine, USA) ",,,0.0,0.0,8.2,8.2,,,,,20.0,24.0
F0019,Umbra limi,Central mudminnow,Animalia,Chordata,Actinopterygii,Esociformes,Umbridae,Umbra,established,predator,,14.91,10.6,17,22,5.0,5.0,,,3.53,,,1500.0,Souris / Mouse River,,,,,5.0,5.0,,,,,,
F0019,Umbra limi,Central mudminnow,Animalia,Chordata,Actinopterygii,Esociformes,Umbridae,Umbra,established,predator,,14.91,10.6,17,22,5.0,5.0,,,3.53,,,1500.0,St. Clair National Wildlife Centre / Long Point region ,,,0.0,0.0,,,,,,,6.0,21.0
F0019,Umbra limi,Central mudminnow,Animalia,Chordata,Actinopterygii,Esociformes,Umbridae,Umbra,established,predator,,14.91,10.6,17,22,5.0,5.0,,,3.53,,,1500.0,Long Point Bay / Lake Erie ,,,0.0,0.0,,,,,,,,
F0020,Mystus tengara,Tengara catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,reported,predator,,15,11.2,,,,,,,3.2,2976.5,720.0,5233.0,Joydia Baor,8.53,8.53,,,7.07,7.07,,,,,28.53,28.53
F0020,Mystus tengara,Tengara catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,reported,predator,,15,11.2,,,,,,,3.2,2976.5,720.0,5233.0,Baluhar Baor,8.31,8.31,,,6.58,6.58,,,,,28.31,28.31
F0020,Mystus tengara,Tengara catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,reported,predator,,15,11.2,,,,,,,3.2,2976.5,720.0,5233.0,Fatehpur Baor,9.3,9.3,,,8.82,8.82,,,,,29.17,29.17
F0020,Mystus tengara,Tengara catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,reported,predator,,15,11.2,,,,,,,3.2,2976.5,720.0,5233.0,Marjad Baor,7.62,7.62,,,4.6,4.6,,,,,25.17,25.17
